booking_id,guest_name,email,listing_id,listing_city,checkin_date,checkout_date,nights,price_per_night,total_price,payment_status,review_score,is_cancelled
BKG-006498,JOHN SANCHEZ,catherine85@martinez.com,1031,San Francisco,2025-01-02,2025-01-28,26,104.98,2729.48,UNPAID,4.0,False
BKG-010356,mrs. samantha matthews,johnathanhernandez@ford-kelley.com,1091,nyc,2023-07-15,2024-07-12,363,484.77,175971.50999999998,PENDING,6.0,
BKG-010830,  Luis Patel  ,lfowler@smith.com,1096,los angeles,2024-07-01,2025-01-26,209,119.91,25061.19,UNPAID,6.0,False
BKG-013282,Amanda Acevedo,morganmakayla@gmail.com,1064,los angeles,2024-11-14,2024-12-02,18,456.18,8211.24,PAID,6.0,False
BKG-014049,sarah wagner,escobarrichard@yahoo.com,1060,nyc,2025-01-13,2025-03-31,77,407.55,31381.350000000002,UNPAID,6.0,True
BKG-016647,TERESA WILLIAMS,bmora@lopez-doyle.com,1023,New York,2023-07-11,2024-08-25,411,102.74,42226.14,PENDING,6.0,True
BKG-012247,Michelle Moore,jessica35@solomon-phillips.com,1075,San Francisco,2024-09-20,2025-02-16,149,460.58,68626.42,PENDING,6.0,False
BKG-014439,peter gonzales,daviskaitlyn@santana-smith.net,1003,NYC,2024-12-08,2025-01-17,40,316.48,12659.2,PENDING,5.0,
BKG-016876,MICHAEL MURPHY,zparker@hotmail.com,1019,Los Angeles,2024-11-14,2025-02-12,90,88.77,7989.299999999999,UNPAID,6.0,True
BKG-017458,Susan Mitchell,kellerdeanna@hotmail.com,1052,nyc,2025-01-24,2025-04-03,69,361.59,24949.71,PAID,6.0,False
BKG-013320,matthew escobar,jessica62@krause.org,1069,NYC,2023-05-30,2024-07-06,403,329.51,132792.53,PAID,2.0,False
BKG-012974,DEBORAH WALLER,bwalker@hotmail.com,1039,New York,2024-08-24,2025-03-21,209,232.93,48682.37,UNPAID,5.0,True
BKG-002782,  Michael Cabrera  ,madelinehenderson@robertson.com,1010,NYC,2023-06-02,2023-08-11,70,216.14,15129.8,PAID,5.0,True
BKG-006181,ronnie dunn,campbellzachary@gmail.com,1097,New York,2023-12-29,2025-04-19,477,52.11,24856.47,PENDING,2.0,False
BKG-002039,  Erica Mcmillan  ,floressteve@hotmail.com,1034,los angeles,2025-04-16,2025-05-21,35,361.93,12667.550000000001,PAID,6.0,True
BKG-019459,  Robert Perkins DDS  ,terrence86@gmail.com,1000,San Fran,2023-08-28,2024-03-26,211,374.51,79021.61,UNPAID,2.0,True
BKG-015911,elizabeth perez,thomasmason@christian.com,1058,LA,2025-02-15,2025-05-12,86,272.96,23474.559999999998,PAID,5.0,False
BKG-007101,Brian Young,hunterkathryn@davis-henderson.com,1015,San Fran,2024-01-07,2025-04-23,472,180.74,85309.28,UNPAID,3.0,False
BKG-005960,  Anthony Johnson MD  ,rhonda06@hotmail.com,1078,los angeles,2024-07-28,2024-10-15,79,426.45,33689.549999999996,PENDING,4.0,False
BKG-008403,  Tracey Bradley  ,warrenadam@powers-hobbs.com,1039,nyc,2024-10-04,2025-04-12,190,222.12,42202.8,PAID,6.0,False
BKG-006045,  Linda Joyce  ,dabbott@gmail.com,1087,San Fran,2023-10-04,2025-05-10,584,460.65,269019.6,PAID,1.0,True
BKG-010045,tammy carpenter,amy76@rodriguez-sims.info,1091,San Francisco,2023-06-20,2023-09-12,84,408.78,34337.52,PENDING,2.0,False
BKG-019815,MICHAEL MILLER,edwardoconnor@gmail.com,1053,los angeles,2024-12-21,2025-05-04,134,221.13,29631.42,PAID,2.0,False
BKG-016547,ALEXANDRA MURPHY,sherryobrien@spence.com,1091,San Fran,2023-06-11,2025-01-18,587,357.63,209928.81,PAID,6.0,False
BKG-015218,pamela clark,robinsimon@turner-cox.com,1094,San Fran,2024-04-27,2025-01-29,277,58.7,16259.900000000001,PENDING,3.0,
BKG-012786,james kim,lindsay44@stevenson.com,1078,San Fran,2023-12-23,2024-07-08,198,282.09,55853.81999999999,UNPAID,3.0,False
BKG-004471,Kristen Alvarez,orobinson@villegas.com,1074,San Fran,2024-04-03,2024-12-26,267,71.27,19029.09,PAID,6.0,False
BKG-015788,jermaine vega,mary22@jones-may.com,1027,nyc,2023-11-02,2024-01-17,76,196.98,14970.48,PENDING,6.0,
BKG-009886,  Nicholas Baird  ,xmcintosh@gmail.com,1035,SF,2025-02-28,2025-04-23,54,295.53,15958.619999999999,PENDING,4.0,
BKG-001194,Laura Gould,wkelley@yahoo.com,1092,LA,2024-02-07,2024-10-02,238,469.58,111760.04,PAID,2.0,
BKG-015981,VICTOR NELSON,phelpskristi@gmail.com,1057,LA,2023-10-20,2024-06-29,253,365.33,92428.48999999999,PENDING,6.0,
BKG-013529,jessica young,zjones@gmail.com,1089,New York,2023-07-21,2024-03-20,243,75.56,18361.08,PAID,5.0,True
BKG-018656,Jamie Thompson,bradleyjason@silva-wood.com,1048,NYC,2024-06-26,2025-04-26,304,408.8,124275.2,PENDING,6.0,False
BKG-016094,Rachel Roman,zharris@ponce-williams.com,1048,New York,2024-07-21,2024-11-26,128,365.98,46845.44,PENDING,4.0,False
BKG-007040,  Amanda Smith  ,rogerscheryl@fleming.com,1028,New York,2025-04-05,2025-04-06,1,462.75,462.75,PENDING,4.0,True
BKG-001979,erika potts,gthomas@riley.info,1000,Los Angeles,2024-08-24,2024-12-09,107,313.99,33596.93,PENDING,2.0,True
BKG-015956,  Kelsey Cole  ,mariaalvarez@johnson.biz,1040,San Francisco,2023-12-13,2025-05-01,505,453.87,229204.35,PENDING,6.0,False
BKG-010836,dylan barker,henry28@chandler.com,1061,New York,2023-05-30,2024-02-26,272,139.03,37816.16,PENDING,2.0,True
BKG-008925,john chan,markrowe@jordan.net,1036,NYC,2024-04-27,2024-11-19,206,361.65,74499.9,PENDING,4.0,True
BKG-009189,kerri jackson,collinsdanielle@gmail.com,1005,Los Angeles,2024-11-08,2025-04-14,157,246.35,38676.95,UNPAID,1.0,True
BKG-011587,tammy stephens,mackenzie26@richardson-silva.com,1048,SF,2024-12-22,2025-02-12,52,400.52,20827.04,PAID,6.0,False
BKG-002966,  Gabriel Morton  ,desiree39@yahoo.com,1007,San Francisco,2023-04-29,2025-04-29,731,135.46,99021.26000000001,PAID,4.0,False
BKG-015527,Sandra Walker,samantha95@gmail.com,1021,LA,2025-02-28,2025-03-15,15,452.82,6792.3,PENDING,6.0,False
BKG-007861,LAURA PIERCE,adamsdavid@hotmail.com,1088,NYC,2023-06-12,2024-02-23,256,382.87,98014.72,PENDING,6.0,
BKG-018513,alan holt,carpenternathan@gmail.com,1028,new york,2024-11-24,2025-03-25,121,418.34,50619.14,PAID,5.0,
BKG-000339,Karen Romero,jessicaanderson@sandoval-obrien.com,1029,LA,2024-05-17,2025-04-24,342,412.49,141071.58000000002,UNPAID,6.0,
BKG-003480,  Matthew Hancock  ,katherineyoung@gmail.com,1088,los angeles,2024-03-22,2025-03-16,359,237.14,85133.26,PAID,6.0,False
BKG-018808,  Robert Smith  ,ashleywilliams@yahoo.com,1055,nyc,2023-04-23,2023-11-24,215,377.3,81119.5,PAID,1.0,
BKG-013988,aaron reed,jenniferduncan@wright-cross.info,1090,los angeles,2024-01-30,2024-09-25,239,443.89,106089.70999999999,PAID,3.0,True
BKG-015530,megan evans,cooperdavid@gmail.com,1034,LA,2024-02-19,2024-05-29,100,294.99,29499.0,PAID,6.0,False
BKG-016128,elizabeth walker,christy01@gregory.org,1058,San Fran,2024-08-27,2025-05-04,250,365.12,91280.0,PAID,5.0,
BKG-010236,Kendra Mills,richardschmitt@yahoo.com,1013,los angeles,2023-08-16,2024-04-13,241,115.46,27825.859999999997,UNPAID,3.0,True
BKG-006920,  Laura Cunningham  ,natalie40@chandler-adams.biz,1073,LA,2023-10-22,2025-04-06,532,192.5,102410.0,PENDING,1.0,False
BKG-017853,kimberly bradley,jennifer60@campbell.com,1004,nyc,2024-10-15,2025-02-02,110,476.1,52371.0,PAID,6.0,False
BKG-004942,Connie Horn,rmorgan@frank.net,1018,new york,2025-04-16,2025-04-27,11,240.4,2644.4,PAID,4.0,False
BKG-017278,CLIFFORD EDWARDS,lopezriley@hotmail.com,1016,Los Angeles,2025-03-24,2025-05-08,45,112.22,5049.9,PAID,6.0,
BKG-003625,  Tracy Lawson  ,emily27@gmail.com,1068,los angeles,2024-04-13,2025-01-08,270,320.79,86613.3,PAID,5.0,
BKG-000608,Scott Miller,lesterrichard@yahoo.com,1005,new york,2024-09-24,2024-10-29,35,284.03,9941.05,PENDING,6.0,
BKG-010384,dr. jennifer castro,dmartin@brooks.com,1070,NYC,2024-08-19,2024-11-21,94,288.17,27087.980000000003,PAID,5.0,True
BKG-016040,gabriel white,rstephens@watts.org,1026,NYC,2025-02-10,2025-04-17,66,111.13,7334.58,PAID,3.0,False
BKG-005885,  Caitlin Hayes  ,guysmith@gmail.com,1086,SF,2024-12-10,2025-04-13,124,479.53,59461.719999999994,PAID,6.0,True
BKG-001966,  Mallory Duncan  ,bensonbrian@gates.com,1094,SF,2024-06-18,2025-05-19,335,360.07,120623.45,PENDING,2.0,False
BKG-019264,carrie cohen,ugutierrez@ward-bauer.org,1051,nyc,2024-10-01,2025-02-12,134,199.17,26688.78,PENDING,1.0,
BKG-008631,Kimberly Torres,andrew41@yahoo.com,1005,NYC,2024-06-20,2025-04-11,295,408.76,120584.2,PAID,6.0,False
BKG-012803,ROBERT GARCIA MD,rojaslauren@lambert.biz,1038,los angeles,2024-05-22,2024-09-13,114,312.71,35648.939999999995,PAID,3.0,False
BKG-017206,Daniel Wood,robertssuzanne@yahoo.com,1035,NYC,2024-03-11,2024-05-25,75,223.84,16788.0,PENDING,5.0,
BKG-011547,Jerry Johnson,katie24@yahoo.com,1059,new york,2023-10-24,2024-06-26,246,321.79,79160.34000000001,PAID,6.0,False
BKG-008221,JOSHUA LUTZ,tina94@hotmail.com,1079,SF,2025-01-07,2025-02-21,45,88.3,3973.5,PENDING,3.0,True
BKG-012894,douglas rogers,jessicaturner@hotmail.com,1056,San Fran,2023-11-27,2024-04-02,127,160.16,20340.32,PENDING,6.0,False
BKG-014378,  Jennifer Jones  ,brussell@yahoo.com,1024,SF,2025-01-04,2025-02-27,54,138.0,7452.0,PENDING,4.0,True
BKG-002912,  Robert Bailey  ,xwarren@patel.net,1044,los angeles,2024-02-04,2024-12-12,312,279.33,87150.95999999999,PENDING,1.0,True
BKG-001038,Edward Wolfe,burnsbeth@yahoo.com,1076,LA,2024-12-11,2025-04-14,124,222.16,27547.84,PAID,6.0,False
BKG-019946,Javier Martinez,christy24@friedman-shea.info,1024,los angeles,2023-09-19,2024-05-05,229,142.17,32556.929999999997,UNPAID,2.0,
BKG-000241,BROOKE BRYANT,wendyblankenship@hotmail.com,1059,San Francisco,2023-12-12,2024-04-13,123,158.87,19541.010000000002,PENDING,6.0,False
BKG-003595,GEORGE HERNANDEZ,rbenson@yahoo.com,1087,new york,2023-08-26,2024-06-26,305,464.42,141648.1,PAID,2.0,True
BKG-014656,William Strickland,jessica67@chambers.com,1096,New York,2023-10-14,2024-12-07,420,486.59,204367.8,UNPAID,6.0,True
BKG-004256,Susan Figueroa,matthew18@watkins-robbins.com,1007,San Francisco,2023-08-30,2024-12-25,483,479.9,231791.69999999998,PAID,6.0,False
BKG-007335,Misty Bell,brian28@hotmail.com,1062,los angeles,2023-08-15,2024-07-17,337,347.42,117080.54000000001,UNPAID,1.0,
BKG-015875,  Crystal Gilbert  ,susan51@hotmail.com,1071,Los Angeles,2025-03-03,2025-04-27,55,146.26,8044.299999999999,PENDING,5.0,False
BKG-019476,stephanie webb,kevin45@hotmail.com,1049,new york,2024-09-12,2024-12-26,105,103.51,10868.550000000001,PAID,5.0,True
BKG-009478,JOSEPH DECKER,dustinrogers@russell.org,1099,San Francisco,2025-02-20,2025-03-07,15,372.81,5592.15,UNPAID,6.0,True
BKG-008931,  Jennifer Glenn  ,khanna@gmail.com,1080,Los Angeles,2025-01-27,2025-02-10,14,454.75,6366.5,PENDING,6.0,True
BKG-008640,JAMES RAMOS,emily14@humphrey-jones.com,1093,NYC,2023-06-14,2024-05-18,339,185.54,62898.06,PAID,6.0,
BKG-007428,  David Ruiz  ,sheiladonaldson@yahoo.com,1029,new york,2024-01-11,2024-05-09,119,237.39,28249.41,PENDING,1.0,False
BKG-019228,Crystal Wiggins,colleen85@gmail.com,1040,NYC,2023-04-23,2023-12-02,223,257.3,57377.9,PENDING,6.0,False
BKG-013781,breanna rose,benjamin71@smith.net,1029,San Francisco,2023-10-17,2024-11-03,383,358.29,137225.07,UNPAID,6.0,True
BKG-005800,  Kelsey Leach  ,carolynowens@brown-wong.com,1061,los angeles,2024-07-11,2024-11-29,141,487.56,68745.96,PENDING,2.0,False
BKG-007997,CODY ROBINSON,jonathanhill@andrews.com,1085,nyc,2024-02-07,2024-08-11,186,407.19,75737.34,PAID,5.0,False
BKG-007930,ASHLEY SKINNER,jason26@watkins.com,1017,new york,2024-06-28,2024-11-01,126,307.6,38757.600000000006,PENDING,6.0,False
BKG-003164,NATASHA KIM,marshallamanda@gmail.com,1062,NYC,2024-01-01,2024-10-27,300,227.65,68295.0,PENDING,6.0,False
BKG-019413,  Andrea Thomas  ,galexander@rhodes-novak.org,1065,San Fran,2023-11-29,2024-12-20,387,232.26,89884.62,PENDING,2.0,True
BKG-016849,TERESA BUTLER,taylorbyrd@gmail.com,1000,nyc,2023-12-01,2024-05-23,174,385.43,67064.82,PENDING,2.0,False
BKG-005848,SAMUEL MCKINNEY,mitchellkimberly@wright.com,1055,LA,2025-04-06,2025-05-10,34,97.35,3309.8999999999996,PENDING,6.0,
BKG-003298,MICHAEL WADE,cmccullough@hotmail.com,1088,San Fran,2024-05-10,2024-08-11,93,401.24,37315.32,PAID,6.0,True
BKG-008366,Kevin Martinez,qmurphy@young-hunt.com,1035,San Fran,2024-01-24,2024-05-30,127,78.18,9928.86,PAID,6.0,True
BKG-007580,RACHEL OLSON,rrollins@johnson.net,1057,LA,2024-03-05,2024-12-13,283,414.86,117405.38,PENDING,4.0,False
BKG-006409,stacey lucas,christinebennett@gmail.com,1015,los angeles,2023-05-14,2024-12-18,584,319.43,186547.12,PENDING,6.0,False
BKG-000422,Mr. Isaac Williams,youngryan@jackson.org,1021,SF,2023-07-23,2024-05-25,307,317.74,97546.18000000001,PAID,6.0,
BKG-013278,Melissa Stephens,annahernandez@gmail.com,1002,los angeles,2025-02-02,2025-02-03,1,449.0,449.0,UNPAID,3.0,
BKG-019799,Brianna Mann,lorrainemccoy@martinez-lester.info,1044,San Fran,2024-09-06,2024-12-05,90,402.62,36235.8,PENDING,4.0,False
BKG-006248,JENNIFER GREEN,ryan79@santana.com,1031,San Fran,2024-07-17,2024-11-25,131,435.96,57110.759999999995,PAID,6.0,
BKG-000483,Alexander Webb,matthewwebb@collins.com,1074,San Francisco,2025-01-19,2025-04-29,100,105.02,10502.0,PENDING,6.0,False
BKG-019665,Justin Smith,susanwilliamson@gmail.com,1065,nyc,2023-09-29,2025-04-11,560,485.02,271611.2,PENDING,3.0,False
BKG-019527,crystal lopez,samantha42@martin.net,1003,new york,2025-01-06,2025-03-30,83,158.43,13149.69,PAID,6.0,True
BKG-006585,  Cody Taylor  ,garciajeffrey@gmail.com,1003,Los Angeles,2024-06-29,2024-07-31,32,65.13,2084.16,UNPAID,6.0,
BKG-000121,  Zachary Moore  ,romeroamber@hotmail.com,1007,new york,2025-03-08,2025-04-28,51,470.63,24002.13,PAID,3.0,
BKG-000953,STEVEN CASTANEDA,ypatterson@carroll.net,1080,San Fran,2023-12-09,2024-02-25,78,162.23,12653.939999999999,UNPAID,4.0,True
BKG-019217,  John Foley  ,millermason@frank.com,1070,San Fran,2024-06-27,2025-04-18,295,266.43,78596.85,PAID,4.0,True
BKG-004744,  Bradley Walker  ,debrapowell@gmail.com,1084,Los Angeles,2024-10-22,2024-11-19,28,225.93,6326.04,PAID,6.0,True
BKG-004852,COURTNEY BOYD,hbailey@harrison.biz,1008,los angeles,2024-06-17,2024-07-14,27,400.7,10818.9,UNPAID,6.0,False
BKG-016021,NICOLE JORDAN,troy28@gmail.com,1063,LA,2024-04-22,2025-03-26,338,325.18,109910.84,PAID,1.0,True
BKG-009495,MICHAEL YOUNG,jessica88@gmail.com,1074,New York,2023-12-21,2025-03-06,441,442.05,194944.05000000002,PAID,6.0,True
BKG-009270,JUAN BLACK,trevor49@hotmail.com,1053,NYC,2024-06-28,2025-02-25,242,69.62,16848.04,UNPAID,1.0,
BKG-005934,Andrew Morrison,james94@gmail.com,1009,San Fran,2023-08-04,2024-01-17,166,471.92,78338.72,PENDING,6.0,True
BKG-012036,lisa robinson,pennyscott@rogers.org,1090,new york,2023-11-25,2024-12-27,398,131.31,52261.38,PENDING,6.0,False
BKG-016057,  Emily Randall  ,michael60@martinez.com,1020,new york,2024-10-11,2025-04-01,172,277.75,47773.0,UNPAID,6.0,
BKG-006035,BOBBY CHANDLER,vangbriana@gmail.com,1001,San Francisco,2024-11-04,2024-12-26,52,377.25,19617.0,PENDING,6.0,
BKG-001533,PETER HAYES,ashleyalexander@hotmail.com,1035,San Fran,2024-02-06,2025-01-10,339,463.01,156960.38999999998,PAID,2.0,False
BKG-012893,  Justin Noble  ,diana97@hicks.net,1067,LA,2024-03-07,2024-05-01,55,346.5,19057.5,UNPAID,3.0,False
BKG-013789,STACEY GORDON,vkeller@yahoo.com,1012,LA,2024-07-29,2025-05-12,287,197.85,56782.95,PENDING,1.0,True
BKG-002614,COURTNEY WILLIAMS,jacobsapril@yahoo.com,1036,NYC,2024-07-01,2025-01-11,194,140.55,27266.7,PAID,6.0,True
BKG-010439,james flores,trevordaniels@yahoo.com,1075,NYC,2025-01-08,2025-02-07,30,213.34,6400.2,UNPAID,6.0,True
BKG-016419,LYNN MITCHELL,seth92@hotmail.com,1007,los angeles,2024-08-25,2024-11-22,89,442.61,39392.29,PENDING,6.0,True
BKG-019618,SANDY JONES,whitewilliam@gmail.com,1050,new york,2024-05-20,2025-03-04,288,216.18,62259.840000000004,PAID,6.0,True
BKG-013474,DONNA REED,pgarcia@foley-wilson.com,1054,nyc,2024-01-21,2024-02-20,30,191.08,5732.400000000001,UNPAID,2.0,False
BKG-005948,  Michael Bryant  ,kristen92@yahoo.com,1006,San Francisco,2024-02-01,2025-05-10,464,338.5,157064.0,PENDING,6.0,
BKG-009070,  Bridget Robinson  ,allen99@gmail.com,1051,NYC,2023-11-06,2024-11-27,387,256.76,99366.12,PAID,2.0,
BKG-018554,ANGELA JACKSON,hchan@patterson-jackson.com,1087,SF,2024-11-18,2024-12-17,29,266.36,7724.4400000000005,UNPAID,6.0,True
BKG-014412,katrina sanchez,andrew47@riley.net,1020,SF,2024-04-22,2024-12-30,252,154.45,38921.399999999994,PENDING,6.0,False
BKG-003194,  Jennifer Nelson  ,christopherelliott@gmail.com,1039,San Francisco,2025-03-11,2025-03-23,12,349.92,4199.04,PENDING,4.0,False
BKG-003795,SCOTT WALLACE,littlesarah@yahoo.com,1092,los angeles,2024-09-22,2024-12-15,84,258.93,21750.12,UNPAID,6.0,False
BKG-010911,Matthew Robinson,mathissamuel@gmail.com,1005,New York,2023-09-02,2024-01-18,138,335.14,46249.32,PAID,2.0,
BKG-018751,marissa york,curtisnicholas@gmail.com,1088,NYC,2024-09-10,2024-11-20,71,306.86,21787.06,UNPAID,6.0,True
BKG-019357,Jennifer Phillips,autumncook@yahoo.com,1066,San Fran,2024-02-23,2024-07-20,148,366.67,54267.16,PAID,2.0,True
BKG-000222,GRANT MUELLER,thomas77@yahoo.com,1002,San Francisco,2023-06-13,2024-02-01,233,412.9,96205.7,UNPAID,3.0,True
BKG-002590,Anthony Mcclain,molinasean@gmail.com,1064,Los Angeles,2024-09-10,2025-03-15,186,189.86,35313.96,PAID,5.0,True
BKG-018106,  Rachel Obrien  ,nicholas42@hotmail.com,1003,los angeles,2023-05-22,2025-02-10,630,343.69,216524.7,UNPAID,3.0,True
BKG-001853,  Brittany Taylor  ,xcarlson@donaldson-hernandez.biz,1053,LA,2023-08-09,2023-09-04,26,348.31,9056.06,PAID,4.0,False
BKG-004983,WALTER VELASQUEZ,fordeduardo@hotmail.com,1030,Los Angeles,2024-05-16,2024-09-02,109,479.62,52278.58,PAID,3.0,True
BKG-011465,Janice Fuller DDS,kaitlyn08@buckley.info,1058,SF,2023-10-06,2025-01-29,481,241.2,116017.2,PENDING,6.0,False
BKG-012805,  Ann Martin  ,thomasellis@johnson-singleton.com,1092,new york,2024-08-27,2024-11-04,69,389.61,26883.09,PENDING,4.0,
BKG-007668,  Lori Small  ,ian26@yahoo.com,1072,SF,2023-11-04,2025-01-11,434,256.84,111468.55999999998,UNPAID,4.0,
BKG-016121,caitlyn rice,lewisrebecca@montes.com,1026,San Francisco,2023-06-19,2023-10-20,123,189.13,23262.989999999998,UNPAID,1.0,True
BKG-011456,Jade Todd,bperez@hotmail.com,1020,San Fran,2024-12-04,2025-04-11,128,476.97,61052.16,PAID,6.0,False
BKG-019644,Kaitlyn Luna,reedjohnathan@yahoo.com,1030,LA,2024-07-22,2024-08-23,32,402.15,12868.8,PENDING,1.0,False
BKG-009975,TIFFANY SIMS,rojastimothy@morgan.com,1037,los angeles,2024-06-10,2025-05-17,341,144.79,49373.39,PAID,6.0,True
BKG-012715,  Timothy Kelly  ,jacqueline65@yahoo.com,1050,new york,2024-08-14,2025-02-26,196,172.34,33778.64,PENDING,5.0,
BKG-019857,Matthew Humphrey,carteramy@gmail.com,1087,new york,2024-01-13,2024-02-29,47,288.59,13563.73,PENDING,5.0,True
BKG-016074,  Calvin Ellis  ,lori97@morton.org,1090,los angeles,2024-12-21,2025-04-26,126,452.53,57018.78,PENDING,3.0,False
BKG-005749,DANIEL HOWARD,jenkinsmariah@richards.info,1067,LA,2023-10-27,2024-03-27,152,452.72,68813.44,PENDING,6.0,False
BKG-001039,SANDRA MCDANIEL,herringbrenda@medina.biz,1075,NYC,2024-01-16,2024-08-27,224,57.37,12850.88,PENDING,6.0,True
BKG-009041,Ernest Wilson,watkinscynthia@hotmail.com,1030,San Francisco,2023-06-13,2024-07-22,405,444.79,180139.95,UNPAID,5.0,False
BKG-019716,MS. BETH FLEMING,ywilliams@gmail.com,1055,Los Angeles,2023-08-02,2024-03-10,221,223.25,49338.25,PAID,6.0,True
BKG-007256,gina costa,mmaynard@yahoo.com,1090,LA,2024-07-16,2024-08-22,37,84.47,3125.39,PENDING,1.0,
BKG-002095,taylor dixon,catherine70@gmail.com,1051,NYC,2024-10-27,2025-02-26,122,318.12,38810.64,PAID,1.0,
BKG-003477,  Lynn Gomez  ,joshuahopkins@yahoo.com,1042,New York,2025-02-16,2025-04-22,65,449.1,29191.5,PAID,6.0,
BKG-005290,  Russell Henry  ,daryl26@gmail.com,1045,nyc,2024-10-31,2024-11-02,2,128.31,256.62,PAID,6.0,False
BKG-001010,ELIZABETH STEVENS,tanya97@carter-davis.biz,1069,LA,2024-06-30,2024-10-16,108,345.32,37294.56,PAID,5.0,False
BKG-005314,leonard lamb,wallen@johnson.net,1036,los angeles,2024-11-19,2024-12-07,18,338.75,6097.5,PENDING,2.0,False
BKG-018838,TIMOTHY WOLFE,joshuaparsons@gmail.com,1076,nyc,2024-11-03,2024-12-09,36,73.39,2642.04,PENDING,4.0,True
BKG-008710,  Michelle Smith MD  ,dana76@gmail.com,1039,New York,2024-12-22,2025-04-29,128,303.08,38794.24,PAID,6.0,False
BKG-014615,LISA HOGAN,vmerritt@sexton.com,1036,new york,2024-03-31,2025-05-13,408,113.96,46495.68,PENDING,4.0,False
BKG-008801,JENNIFER WISE,jimenezmelissa@baker.com,1063,los angeles,2024-05-10,2024-12-04,208,299.67,62331.36,PAID,6.0,True
BKG-017263,DOMINIC ADKINS,ehouse@myers-walker.com,1088,los angeles,2024-03-07,2024-05-02,56,485.48,27186.88,PENDING,5.0,
BKG-003608,  Cole Schaefer  ,rgoodwin@sparks.com,1034,San Francisco,2024-09-04,2024-12-24,111,89.1,9890.099999999999,PENDING,6.0,False
BKG-006132,jeff york,jeffreygreene@yahoo.com,1054,new york,2024-10-30,2024-12-25,56,170.5,9548.0,PAID,2.0,False
BKG-009887,deanna griffin,zlawson@gmail.com,1064,new york,2025-04-07,2025-05-17,40,433.27,17330.8,UNPAID,6.0,False
BKG-013717,DIANA HILL,erika82@james-arroyo.org,1049,Los Angeles,2024-07-10,2025-01-18,192,114.33,21951.36,PENDING,5.0,True
BKG-015281,melissa wagner,suzanne68@smith.com,1019,San Francisco,2023-12-25,2024-01-21,27,267.46,7221.419999999999,PENDING,6.0,True
BKG-014529,Amber Marks,robertslinda@lewis.com,1037,nyc,2023-12-29,2024-06-17,171,97.57,16684.469999999998,PAID,3.0,False
BKG-016114,Sandra Kelley,ugalvan@gmail.com,1080,los angeles,2024-03-21,2024-11-11,235,357.23,83949.05,PENDING,6.0,True
BKG-009674,bianca lester,anthonycharles@gmail.com,1006,los angeles,2025-01-04,2025-05-09,125,74.69,9336.25,PENDING,6.0,False
BKG-014463,kristopher young,jeannetrevino@gmail.com,1086,new york,2024-10-05,2024-12-17,73,381.05,27816.65,PAID,6.0,False
BKG-006360,DANIELLE WELLS,nataliewang@yahoo.com,1008,New York,2024-02-12,2024-06-26,135,326.72,44107.200000000004,PAID,6.0,False
BKG-008842,jessica bishop,taylorrichard@yahoo.com,1021,New York,2023-10-14,2025-01-13,457,468.71,214200.47,PAID,6.0,False
BKG-015388,  Rebekah Wood  ,eileenflynn@hotmail.com,1022,San Francisco,2024-06-11,2025-01-14,217,288.51,62606.67,PENDING,3.0,False
BKG-003119,TAMMY COOPER,wardmichael@gmail.com,1038,New York,2023-07-17,2023-08-06,20,180.92,3618.3999999999996,PAID,6.0,
BKG-016483,  Tony Joseph  ,donald61@howard.org,1079,new york,2024-07-15,2024-10-08,85,219.4,18649.0,PENDING,6.0,True
BKG-001210,carl gill,thompsoncalvin@solis.com,1003,new york,2024-11-03,2024-11-08,5,349.94,1749.7,PENDING,1.0,
BKG-003379,Donna Hatfield,reginajordan@golden.com,1062,Los Angeles,2023-08-18,2024-01-29,164,188.08,30845.120000000003,PAID,6.0,True
BKG-005846,DR. MAUREEN ROSE,garcianathan@yahoo.com,1075,new york,2024-04-25,2024-06-29,65,282.46,18359.899999999998,UNPAID,6.0,True
BKG-007538,MANDY LARSON,mkane@rogers.info,1086,nyc,2023-12-11,2024-02-23,74,253.36,18748.64,PENDING,5.0,True
BKG-012606,  Mary Macdonald  ,amypark@escobar.com,1097,San Fran,2023-05-26,2023-07-14,49,252.32,12363.68,PENDING,4.0,
BKG-010090,Julie Wilson,gcohen@brown-romero.org,1089,New York,2023-08-08,2025-02-06,548,160.23,87806.04,PAID,6.0,
BKG-015437,GINA BURTON,fgriffith@garcia-wright.com,1085,LA,2024-11-12,2025-02-15,95,425.4,40413.0,PAID,6.0,False
BKG-002216,  Lauren Lewis  ,charlesjohnston@yahoo.com,1007,San Fran,2024-03-26,2025-01-08,288,203.29,58547.52,PAID,2.0,True
BKG-006562,Melinda Bauer,rosecarolyn@gmail.com,1042,San Fran,2024-04-24,2024-10-24,183,228.51,41817.33,PENDING,6.0,True
BKG-017138,THEODORE MORRIS,ramosryan@walker.biz,1040,New York,2023-08-09,2025-01-08,518,456.33,236378.94,PENDING,5.0,False
BKG-015364,Ms. Vanessa Jensen,richardsjerry@gmail.com,1097,los angeles,2024-12-07,2025-02-22,77,455.7,35088.9,UNPAID,6.0,False
BKG-009710,John Tucker,smithhunter@lawrence.com,1095,new york,2024-12-23,2025-05-03,131,184.31,24144.61,PENDING,6.0,False
BKG-006218,RHONDA GOMEZ,michaelgraham@neal-king.com,1100,new york,2024-12-27,2025-04-17,111,477.87,53043.57,UNPAID,4.0,False
